,business_id,caption,label,photo_id,class_names_label,path,image
140582,MOsFhDVav42shCq9-rgejw,,inside,_-irEB-inAd1odEKgPS94A,2,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_-irEB-inAd1odEKgPS94A.jpg,"[[[ 14  18  17]
  [166 167 161]
  [212 206 194]
  ...
  [ 87  90  33]
  [ 69  71  21]
  [152 155 108]]

 [[  0   2   2]
  [143 144 139]
  [228 224 213]
  ...
  [ 65  66   6]
  [104 108  49]
  [158 164 104]]

 [[  0   2   5]
  [100 102  99]
  [235 230 224]
  ...
  [ 87  89  26]
  [135 141  69]
  [157 165  88]]

 ...

 [[  3   4   8]
  [  2   3   7]
  [  2   3   5]
  ...
  [199 200 195]
  [201 202 197]
  [203 204 199]]

 [[  3   4   8]
  [  2   3   7]
  [  2   3   5]
  ...
  [200 201 196]
  [202 203 198]
  [203 204 199]]

 [[  3   4   8]
  [  2   3   7]
  [  2   3   5]
  ...
  [202 203 198]
  [202 203 198]
  [202 203 198]]]"
140641,Zk0mlXUtzemVibX2rIABGQ,,inside,_a6e_9lPwUUdG3k2eb4UFg,2,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_a6e_9lPwUUdG3k2eb4UFg.jpg,"[[[42 34 31]
  [38 33 30]
  [36 31 28]
  ...
  [33 25 23]
  [32 24 22]
  [29 24 21]]

 [[44 39 35]
  [40 35 32]
  [36 31 28]
  ...
  [32 24 22]
  [29 24 21]
  [28 23 20]]

 [[47 42 38]
  [42 37 34]
  [34 30 27]
  ...
  [29 24 21]
  [27 22 19]
  [26 21 18]]

 ...

 [[19 24 20]
  [13 15 12]
  [17 16 12]
  ...
  [45 42 37]
  [31 26 22]
  [22 17 11]]

 [[18 23 19]
  [12 14  9]
  [17 16 12]
  ...
  [43 42 37]
  [31 28 21]
  [24 20 11]]

 [[19 21 16]
  [13 14  9]
  [17 16 12]
  ...
  [37 36 32]
  [28 25 18]
  [24 20 11]]]"
140813,vHz2RLtfUMVRPFmd7VBEHA,,inside,_0o8hTqKvtpbEQVEkfdXEQ,2,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_0o8hTqKvtpbEQVEkfdXEQ.jpg,"[[[106  76  48]
  [113  86  59]
  [108  82  57]
  ...
  [ 39  21   0]
  [ 55  35  11]
  [ 92  72  47]]

 [[138 108  80]
  [125  95  69]
  [115  89  64]
  ...
  [ 58  37  16]
  [108  86  62]
  [128 107  80]]

 [[157 127  99]
  [137 107  79]
  [122  94  70]
  ...
  [111  89  66]
  [131 105  80]
  [114  88  61]]

 ...

 [[125 110  91]
  [120 105  86]
  [121 106  87]
  ...
  [ 64  57  49]
  [110 101  94]
  [121 112 103]]

 [[112  97  76]
  [125 110  89]
  [119 104  83]
  ...
  [ 70  61  54]
  [104  95  86]
  [103  94  85]]

 [[ 99  84  63]
  [113  98  77]
  [125 110  89]
  ...
  [ 84  75  66]
  [107  98  89]
  [ 98  88  79]]]"
141056,1_yBAXeCIKXpqOdhTMafhw,Yeung chow fried rice,food,_CMhb3qKyt27kiys7FEfrA,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_CMhb3qKyt27kiys7FEfrA.jpg,"[[[198 157 139]
  [202 165 139]
  [164 137 107]
  ...
  [208 158 107]
  [192 141  88]
  [178 125  71]]

 [[188 156 141]
  [206 178 156]
  [186 162 134]
  ...
  [174 131  88]
  [175 131  86]
  [179 132  86]]

 [[255 247 237]
  [226 209 191]
  [177 159 135]
  ...
  [165 132  99]
  [162 128  93]
  [160 126  91]]

 ...

 [[253 255 249]
  [254 255 250]
  [254 255 251]
  ...
  [223 214 207]
  [228 219 212]
  [246 239 233]]

 [[250 253 246]
  [251 254 247]
  [253 254 249]
  ...
  [233 224 217]
  [238 231 223]
  [255 248 242]]

 [[248 249 243]
  [249 250 244]
  [250 251 245]
  ...
  [239 230 223]
  [246 239 233]
  [255 252 246]]]"
141549,W537pidoTVQmn9x1GPpxgA,Cactus burrito,food,_8GyJfEIIRSjhrhT6jXlFg,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_8GyJfEIIRSjhrhT6jXlFg.jpg,"[[[224 153  91]
  [214 143  81]
  [205 131  68]
  ...
  [186 151 113]
  [179 153 120]
  [135 115  88]]

 [[227 156  94]
  [220 149  87]
  [212 138  75]
  ...
  [193 145  97]
  [178 137  93]
  [123  88  48]]

 [[228 157  95]
  [226 155  91]
  [222 148  85]
  ...
  [208 142  81]
  [199 137  78]
  [161 102  44]]

 ...

 [[242 191 126]
  [250 199 142]
  [233 186 142]
  ...
  [171 118  64]
  [184 123  66]
  [180 116  55]]

 [[255 197 143]
  [246 184 137]
  [236 174 137]
  ...
  [172 122  69]
  [180 125  68]
  [174 115  57]]

 [[241 178 143]
  [232 163 132]
  [247 172 149]
  ...
  [215 169 119]
  [217 168 112]
  [201 149  92]]]"
142005,ARH8diyhBtiSgRR4_7oxmg,Ambiance.,outside,_c2xv6Ht_14BGWSn6hz7Fg,4,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_c2xv6Ht_14BGWSn6hz7Fg.jpg,"[[[225 230 236]
  [224 229 235]
  [224 229 235]
  ...
  [199 201 214]
  [190 196 208]
  [176 184 195]]

 [[225 230 236]
  [225 230 236]
  [224 229 235]
  ...
  [198 200 212]
  [190 194 206]
  [177 181 193]]

 [[225 230 236]
  [225 230 236]
  [225 230 236]
  ...
  [200 202 214]
  [193 195 208]
  [182 181 195]]

 ...

 [[ 40  37  44]
  [ 52  53  58]
  [ 59  64  68]
  ...
  [136 126 135]
  [180 174 186]
  [167 166 180]]

 [[ 61  60  68]
  [ 63  66  73]
  [ 62  70  73]
  ...
  [134 124 133]
  [177 173 187]
  [165 164 178]]

 [[ 71  71  81]
  [ 65  68  75]
  [ 59  68  73]
  ...
  [131 124 132]
  [175 173 186]
  [162 164 179]]]"
142168,c_leO_TPDOruu7BivaOisg,,inside,_caT0YI78xWSddHp3jtqXA,2,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_caT0YI78xWSddHp3jtqXA.jpg,"[[[ 13   0   0]
  [ 10   2   0]
  [  1   7   3]
  ...
  [ 26   6   0]
  [ 25   7   0]
  [ 25   4   1]]

 [[ 15   0   0]
  [  6   0   0]
  [  0   3   0]
  ...
  [ 41   4   0]
  [ 38   3   0]
  [ 37   1   3]]

 [[ 19   0   1]
  [  9   0   0]
  [  0   5   1]
  ...
  [ 50   0   0]
  [ 48   0   0]
  [ 47   0   3]]

 ...

 [[  0   0   7]
  [  0   0   7]
  [  4   0   3]
  ...
  [228 180 180]
  [217 166 163]
  [216 163 159]]

 [[  3   1   2]
  [  6   2   3]
  [  8   3   0]
  ...
  [234 186 184]
  [225 172 168]
  [226 171 166]]

 [[  8   4   1]
  [ 10   5   2]
  [ 10   5   0]
  ...
  [235 187 185]
  [228 175 169]
  [232 175 168]]]"
142425,-LzUYsR54hd8cCiYXTquRA,Cool lighting,inside,_CorkzaioAmMpcZ7PuwKdg,2,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_CorkzaioAmMpcZ7PuwKdg.jpg,"[[[172 154 132]
  [177 159 137]
  [180 162 142]
  ...
  [114  96  74]
  [121 103  81]
  [132 112  88]]

 [[163 145 123]
  [169 151 129]
  [175 159 136]
  ...
  [112  94  72]
  [118 100  78]
  [126 105  84]]

 [[151 133 109]
  [155 139 114]
  [163 147 122]
  ...
  [112  95  75]
  [116  98  76]
  [120 102  80]]

 ...

 [[150 130  93]
  [144 122  81]
  [111  90  43]
  ...
  [155 139 123]
  [152 137 118]
  [150 133 115]]

 [[156 137  81]
  [177 157 104]
  [165 145  94]
  ...
  [155 140 121]
  [152 135 115]
  [150 133 113]]

 [[149 124  44]
  [165 139  65]
  [179 150  92]
  ...
  [155 138 118]
  [151 134 114]
  [150 132 110]]]"
142434,-Qkx7W0itbAApcG5lJuMFQ,,inside,_9GcBjSUJhgzduyuqfV5Xw,2,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_9GcBjSUJhgzduyuqfV5Xw.jpg,"[[[13 21 24]
  [13 21 24]
  [13 21 24]
  ...
  [16 20 29]
  [16 20 29]
  [16 19 28]]

 [[14 22 25]
  [14 22 25]
  [14 22 25]
  ...
  [16 20 29]
  [16 20 29]
  [15 19 28]]

 [[14 21 27]
  [14 21 27]
  [14 21 27]
  ...
  [17 22 28]
  [16 21 27]
  [16 21 27]]

 ...

 [[37 23 10]
  [37 23 10]
  [35 23 11]
  ...
  [69 52 32]
  [69 52 32]
  [69 52 32]]

 [[39 25 14]
  [38 26 14]
  [35 25 15]
  ...
  [67 50 32]
  [67 50 32]
  [67 50 32]]

 [[39 26 18]
  [39 26 18]
  [36 26 17]
  ...
  [66 48 34]
  [66 48 34]
  [66 48 34]]]"
142846,hR6Oj6EqcZWaeeVsWaOOZA,New items on the menu! Make your next visit Sweeet!,inside,_Aodv7wNI0oLG7aSGSFyEQ,2,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_Aodv7wNI0oLG7aSGSFyEQ.jpg,"[[[255 246 255]
  [255 252 255]
  [255 255 246]
  ...
  [112  95  79]
  [106  89  71]
  [102  84  64]]

 [[255 248 255]
  [255 251 249]
  [254 255 243]
  ...
  [ 50  36  23]
  [ 82  68  55]
  [110  94  81]]

 [[255 252 251]
  [255 252 244]
  [254 255 241]
  ...
  [ 33  23  14]
  [ 36  25  19]
  [ 39  28  22]]

 ...

 [[ 39  33  21]
  [ 30  24  10]
  [ 47  42  23]
  ...
  [ 29  19  10]
  [ 46  34  22]
  [ 58  46  32]]

 [[ 41  34  18]
  [ 33  26   8]
  [ 51  45  23]
  ...
  [ 16   9   3]
  [ 24  17   9]
  [ 25  18   8]]

 [[ 40  31  16]
  [ 33  25   6]
  [ 57  50  24]
  ...
  [ 14  10   7]
  [ 22  19  14]
  [ 25  22  15]]]"
143085,vtBtIV_23V95SwIDvj_OyA,Grilled chicken Sandwich,food,_dH9oiAIdOHB_ElOrXrQIw,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_dH9oiAIdOHB_ElOrXrQIw.jpg,"[[[ 72  71  66]
  [ 76  75  70]
  [ 73  72  67]
  ...
  [ 54  48  36]
  [ 45  48  41]
  [ 40  48  35]]

 [[ 68  67  62]
  [ 71  70  65]
  [ 70  69  65]
  ...
  [ 47  44  37]
  [ 45  44  42]
  [ 45  45  37]]

 [[ 67  66  62]
  [ 68  67  63]
  [ 66  65  61]
  ...
  [ 47  48  50]
  [ 52  47  53]
  [ 61  47  47]]

 ...

 [[  7   6   2]
  [ 82  81  77]
  [150 147 142]
  ...
  [ 39  34  30]
  [ 39  34  30]
  [ 40  35  31]]

 [[  8   7   3]
  [ 21  20  16]
  [ 61  60  56]
  ...
  [ 39  34  31]
  [ 40  35  32]
  [ 41  36  33]]

 [[ 17  18  13]
  [ 11  10   6]
  [  7   6   2]
  ...
  [ 39  34  31]
  [ 40  35  32]
  [ 41  36  33]]]"
143835,uPLbXDvBJF5R7FmBy8Na_g,Storefront,outside,_deLGxpci080_nu0mfBBsg,4,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_deLGxpci080_nu0mfBBsg.jpg,"[[[124  97  52]
  [121  97  53]
  [ 86  65  22]
  ...
  [ 89  65  41]
  [ 89  65  41]
  [ 91  65  40]]

 [[127  94  59]
  [125  95  61]
  [ 92  63  31]
  ...
  [ 90  66  42]
  [ 91  67  41]
  [ 93  67  42]]

 [[133  93  67]
  [133  96  70]
  [105  69  47]
  ...
  [ 92  68  42]
  [ 94  68  43]
  [ 95  69  44]]

 ...

 [[165 144 125]
  [167 146 127]
  [167 146 127]
  ...
  [ 81  62  47]
  [ 80  61  46]
  [ 78  59  44]]

 [[167 146 129]
  [169 148 131]
  [169 148 131]
  ...
  [ 75  56  41]
  [ 74  55  40]
  [ 73  54  39]]

 [[164 145 128]
  [165 146 129]
  [165 146 129]
  ...
  [ 70  51  36]
  [ 68  51  35]
  [ 67  50  34]]]"
144598,pjpUOlJLlkIxBZ5BquA2PA,,inside,_C_IFXv_nyfd9J39oAdM_g,2,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_C_IFXv_nyfd9J39oAdM_g.jpg,"[[[ 38  47  44]
  [ 25  34  33]
  [ 10  18  20]
  ...
  [ 20  22  21]
  [ 10  12  11]
  [ 10  11  13]]

 [[ 65  74  73]
  [ 63  72  71]
  [ 56  61  64]
  ...
  [ 21  23  22]
  [ 11  13  12]
  [ 10  11  13]]

 [[ 61  66  69]
  [ 63  68  71]
  [ 68  73  77]
  ...
  [ 16  18  17]
  [ 10  12  11]
  [ 15  17  16]]

 ...

 [[162 212 237]
  [155 200 223]
  [139 168 182]
  ...
  [ 44  48  49]
  [ 46  51  54]
  [ 45  53  56]]

 [[143 193 218]
  [168 213 236]
  [140 169 183]
  ...
  [ 42  46  47]
  [ 44  49  52]
  [ 45  50  54]]

 [[166 216 241]
  [164 209 230]
  [118 146 158]
  ...
  [ 40  44  45]
  [ 41  46  49]
  [ 43  48  52]]]"
144799,ZGaW5a7wxXxUgGTtbFqNxg,,food,_2OhXlhDsaQ21EmE4tM2vA,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_2OhXlhDsaQ21EmE4tM2vA.jpg,"[[[ 97  96 102]
  [103 102 108]
  [105 104 110]
  ...
  [ 34  15   9]
  [ 33  14   8]
  [ 33  12   7]]

 [[ 98  97 103]
  [105 104 110]
  [ 95  94 100]
  ...
  [ 31  12   6]
  [ 31  12   6]
  [ 32  11   6]]

 [[ 92  91  97]
  [ 90  89  95]
  [ 90  89  95]
  ...
  [ 29  10   4]
  [ 29  10   4]
  [ 29  10   4]]

 ...

 [[ 23   8   5]
  [ 23   8   3]
  [ 26   8   4]
  ...
  [123  84  45]
  [115  73  35]
  [ 88  49  10]]

 [[ 23   8   5]
  [ 23   8   3]
  [ 26   8   4]
  ...
  [162 115  73]
  [140  93  51]
  [101  54  12]]

 [[ 25   7   5]
  [ 25   7   3]
  [ 26   8   4]
  ...
  [197 146 103]
  [160 109  66]
  [110  59  16]]]"
144979,gkR_X3INE6Rr-TuM4ynhzQ,,drink,_DcrbNQobtuvqWXhAnubDw,0,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_DcrbNQobtuvqWXhAnubDw.jpg,"[[[ 23  25  22]
  [  6   8   3]
  [  7  10   3]
  ...
  [225 240 199]
  [228 237 190]
  [230 235 179]]

 [[ 28  30  29]
  [ 28  30  27]
  [ 14  17  10]
  ...
  [227 244 202]
  [228 242 193]
  [230 241 183]]

 [[ 28  32  33]
  [ 29  33  32]
  [ 33  35  30]
  ...
  [228 250 203]
  [228 246 196]
  [227 247 188]]

 ...

 [[ 15  15  15]
  [ 79  81  78]
  [ 51  54  47]
  ...
  [ 80  66  57]
  [ 61  46  39]
  [ 46  31  26]]

 [[ 47  47  47]
  [ 66  68  63]
  [ 67  70  61]
  ...
  [ 68  54  45]
  [ 50  35  30]
  [ 35  20  17]]

 [[ 36  36  36]
  [ 42  43  38]
  [ 53  55  44]
  ...
  [ 71  54  47]
  [ 51  36  31]
  [ 37  22  19]]]"
145176,vHz2RLtfUMVRPFmd7VBEHA,View from our table,inside,_bhfkvAAs-0UnZ1j9RkMtw,2,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_bhfkvAAs-0UnZ1j9RkMtw.jpg,"[[[116  96  71]
  [106  86  61]
  [123 103  79]
  ...
  [ 32  25  17]
  [ 27  18  11]
  [ 32  23  16]]

 [[103  83  58]
  [ 94  74  49]
  [ 90  70  46]
  ...
  [ 39  32  24]
  [ 32  23  16]
  [ 35  26  19]]

 [[140 120  95]
  [128 108  83]
  [128 108  84]
  ...
  [ 43  36  28]
  [ 35  28  20]
  [ 38  31  23]]

 ...

 [[ 72  57  36]
  [ 64  43  22]
  [ 89  58  38]
  ...
  [ 26  23  16]
  [ 14  11   2]
  [ 57  54  45]]

 [[ 70  59  37]
  [ 64  47  27]
  [ 83  57  40]
  ...
  [ 50  50  42]
  [ 17  17   7]
  [ 44  44  34]]

 [[ 69  61  38]
  [ 65  52  33]
  [ 75  56  41]
  ...
  [ 73  74  66]
  [ 24  25  17]
  [ 38  40  29]]]"
145283,GrJ74hxJsXXwcqS7zcfFhw,Enjoy our Spacious Dining Room,inside,_BsuwQ6djCCWKcJCOFQDlA,2,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_BsuwQ6djCCWKcJCOFQDlA.jpg,"[[[157 132 102]
  [157 132 101]
  [158 131 101]
  ...
  [ 17  18   2]
  [  6   6   0]
  [ 96  93  62]]

 [[156 131 101]
  [156 131 101]
  [157 130 101]
  ...
  [ 21  19   7]
  [ 41  36  17]
  [109 102  74]]

 [[154 128 103]
  [154 128 103]
  [155 127 103]
  ...
  [ 25  17  14]
  [ 64  56  43]
  [ 94  83  61]]

 ...

 [[ 34  25  26]
  [ 19   9  10]
  [110 100 101]
  ...
  [ 74  64  55]
  [ 77  66  60]
  [ 85  76  69]]

 [[ 48  48  48]
  [ 40  38  39]
  [101  96 100]
  ...
  [ 72  61  55]
  [ 76  67  60]
  [ 88  79  72]]

 [[ 50  55  58]
  [ 30  31  35]
  [ 41  39  44]
  ...
  [ 69  60  53]
  [ 77  68  61]
  [ 90  83  77]]]"
146303,tlqxgoz7Cvl8-WGX7J3Vbw,,inside,9TslHDicxsGS2M68Qwr4Og,2,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/9TslHDicxsGS2M68Qwr4Og.jpg,"[[[216 208 206]
  [147 139 136]
  [ 89  80  75]
  ...
  [ 88  43  14]
  [135  77  39]
  [128  61  16]]

 [[187 196 205]
  [150 157 167]
  [128 132 141]
  ...
  [ 63  19   0]
  [128  74  38]
  [130  68  27]]

 [[151 179 203]
  [122 150 172]
  [109 134 156]
  ...
  [ 60  24   0]
  [120  73  43]
  [130  76  38]]

 ...

 [[ 96  50  17]
  [103  54  11]
  [120  64  13]
  ...
  [ 31  13  11]
  [ 30  12  10]
  [ 30  12  10]]

 [[ 98  40  16]
  [ 95  42  10]
  [104  57  13]
  ...
  [ 31  13   9]
  [ 30  12   8]
  [ 30  12   8]]

 [[ 74  25   0]
  [ 93  39  13]
  [127  70  51]
  ...
  [ 32  13   9]
  [ 32  13   9]
  [ 31  12   8]]]"
146576,j7kbWAOWbpbejCaHyJwqjw,,inside,_2FjFIXU3eaVFkRNlzTFtw,2,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_2FjFIXU3eaVFkRNlzTFtw.jpg,"[[[36 22 19]
  [38 29 24]
  [35 30 24]
  ...
  [34 22  8]
  [32 22 10]
  [31 21  9]]

 [[39 20 13]
  [39 26 17]
  [35 27 16]
  ...
  [44 35 20]
  [41 31 19]
  [38 28 18]]

 [[51 27 15]
  [50 32 18]
  [46 33 17]
  ...
  [39 29 17]
  [34 24 14]
  [29 21 10]]

 ...

 [[17 14  9]
  [17 14  9]
  [18 15 10]
  ...
  [ 6  7  2]
  [ 7  6  2]
  [ 6  5  0]]

 [[17 14  9]
  [17 14  9]
  [18 15 10]
  ...
  [ 6  7  2]
  [ 6  7  2]
  [ 6  5  0]]

 [[18 13  9]
  [18 13  9]
  [19 14 10]
  ...
  [ 6  7  2]
  [ 5  6  1]
  [ 5  6  0]]]"
146718,Mi5uhdFB9OJteXPd0_IKfw,,food,__3giMLk1WyLuXnGNU-BQw,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/__3giMLk1WyLuXnGNU-BQw.jpg,"[[[247 208 201]
  [253 220 211]
  [227 203 191]
  ...
  [191 188 155]
  [189 190 159]
  [192 187 165]]

 [[246 213 204]
  [240 214 201]
  [232 215 199]
  ...
  [191 188 153]
  [190 191 159]
  [192 190 165]]

 [[242 220 206]
  [234 218 202]
  [220 214 192]
  ...
  [193 187 153]
  [191 190 159]
  [196 192 167]]

 ...

 [[219 205 178]
  [216 202 175]
  [217 203 176]
  ...
  [160 138  99]
  [178 158 121]
  [184 167 137]]

 [[217 203 176]
  [214 200 173]
  [215 201 174]
  ...
  [159 137  98]
  [176 154 117]
  [179 160 130]]

 [[215 201 174]
  [213 199 172]
  [213 199 172]
  ...
  [162 140 101]
  [177 155 118]
  [178 157 128]]]"
146843,pH0BLkL4cbxKzu471VZnuA,,inside,_9W3NQNLYWZHYcZ4Zt6yAQ,2,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_9W3NQNLYWZHYcZ4Zt6yAQ.jpg,"[[[  8  13   7]
  [ 12  11   7]
  [ 17   9   7]
  ...
  [123  10  54]
  [ 22   6   7]
  [  8  19   2]]

 [[  8  13   6]
  [ 12  11   7]
  [ 17   9   7]
  ...
  [137  20  64]
  [ 32  10  13]
  [ 11  23   3]]

 [[  9  12   5]
  [ 13  10   5]
  [ 18   8   6]
  ...
  [149  24  68]
  [ 39   9  11]
  [ 12  21   2]]

 ...

 [[ 46  30  15]
  [ 38  22   7]
  [ 34  18   5]
  ...
  [ 79  28  24]
  [ 89  31  27]
  [ 94  33  30]]

 [[ 69  48  31]
  [ 67  46  29]
  [ 69  46  30]
  ...
  [ 44  17   6]
  [ 50  20  10]
  [ 54  22  11]]

 [[ 63  36  17]
  [ 68  41  22]
  [ 72  45  26]
  ...
  [ 27  13   0]
  [ 28  15   0]
  [ 27  15   0]]]"
146984,769NudnrUxWFtJCGU66A_A,,drink,_7Dow9Oesh05bpE-v6fJJw,0,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_7Dow9Oesh05bpE-v6fJJw.jpg,"[[[ 82 115 146]
  [ 80 109 141]
  [ 83 106 138]
  ...
  [ 50  58  71]
  [ 57  63  77]
  [ 63  69  83]]

 [[ 68 101 134]
  [ 63  92 124]
  [ 57  80 112]
  ...
  [ 89  97 110]
  [ 90  96 110]
  [ 90  96 110]]

 [[ 59  92 125]
  [ 48  77 109]
  [ 36  59  91]
  ...
  [120 126 138]
  [117 124 134]
  [117 121 132]]

 ...

 [[ 96  34  21]
  [ 95  33  20]
  [ 93  33  22]
  ...
  [ 64  21  14]
  [ 69  26  19]
  [ 61  20  14]]

 [[ 92  30  17]
  [ 88  26  15]
  [ 84  24  13]
  ...
  [ 61  21  13]
  [ 66  25  19]
  [ 61  20  14]]

 [[ 93  31  18]
  [ 85  23  12]
  [ 79  19   9]
  ...
  [ 59  18  12]
  [ 64  25  18]
  [ 60  21  14]]]"
147018,yY3jNsrpCyKTqQuRuLV8gw,Shots ;),drink,_3g2IGoVUEbzIINzn1EqVg,0,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_3g2IGoVUEbzIINzn1EqVg.jpg,"[[[208  54  18]
  [227  57  40]
  [233  54  47]
  ...
  [ 63  32  11]
  [ 21   0   0]
  [ 75  48  37]]

 [[215  56  17]
  [224  53  33]
  [239  58  49]
  ...
  [ 70  42  18]
  [ 31  10   0]
  [ 47  29  17]]

 [[213  46   2]
  [227  53  28]
  [241  62  42]
  ...
  [ 96  69  40]
  [ 42  25   5]
  [ 15   5   0]]

 ...

 [[195  65   7]
  [194  64   4]
  [197  67   5]
  ...
  [239  94   3]
  [239  94   5]
  [237  93   4]]

 [[192  61   5]
  [191  61   3]
  [193  63   3]
  ...
  [233  84   0]
  [231  85   2]
  [231  84   4]]

 [[189  60   3]
  [189  58   2]
  [191  61   1]
  ...
  [230  79   0]
  [229  79   2]
  [227  80   3]]]"
147357,6oDTE0mxZvJqgkQDWuXuIg,,food,_0gwGzZVcGn9OrtJfvHudA,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_0gwGzZVcGn9OrtJfvHudA.jpg,"[[[158 142 129]
  [152 139 130]
  [150 143 137]
  ...
  [ 84  55  41]
  [ 90  61  47]
  [100  71  57]]

 [[ 62  46  31]
  [ 52  40  28]
  [ 52  43  36]
  ...
  [ 80  52  38]
  [ 78  48  37]
  [ 75  45  34]]

 [[ 73  60  43]
  [ 76  64  48]
  [ 79  71  58]
  ...
  [ 80  52  40]
  [ 73  45  33]
  [ 67  39  27]]

 ...

 [[133 102  73]
  [140 109  80]
  [110  79  50]
  ...
  [165 149 133]
  [153 136 118]
  [139 122 104]]

 [[101  71  43]
  [110  80  52]
  [110  79  50]
  ...
  [128 113  94]
  [145 128 110]
  [165 148 130]]

 [[ 90  60  32]
  [ 90  60  32]
  [ 98  68  40]
  ...
  [174 159 140]
  [161 144 126]
  [146 129 111]]]"
147420,Yqgyx8SJ5SqFYc-4yH6Z1g,,food,_bs5SFzbI8UlJDpqDwT6oQ,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_bs5SFzbI8UlJDpqDwT6oQ.jpg,"[[[ 29  20  23]
  [ 14   8  10]
  [ 17  17  19]
  ...
  [ 73  43  35]
  [ 50  29  28]
  [ 33  17  18]]

 [[ 22  10  10]
  [ 27  18  19]
  [  7   3   2]
  ...
  [ 43  22  19]
  [ 29  17  21]
  [ 24  14  22]]

 [[ 26   8   4]
  [ 58  44  41]
  [ 56  48  45]
  ...
  [ 31  19  23]
  [ 22  19  28]
  [ 20  18  31]]

 ...

 [[ 44  38  40]
  [ 44  35  38]
  [ 45  36  39]
  ...
  [155 108  28]
  [164 117  39]
  [172 125  47]]

 [[ 42  33  36]
  [ 42  33  36]
  [ 44  35  36]
  ...
  [180 132  47]
  [182 134  49]
  [182 134  49]]

 [[ 45  36  37]
  [ 46  37  38]
  [ 47  38  39]
  ...
  [190 144  48]
  [187 141  47]
  [182 135  43]]]"
147647,HPLB1Tr8ZB5UkD-2umKPdA,,food,_Buj2oLTUFG0wmybXe_35g,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_Buj2oLTUFG0wmybXe_35g.jpg,"[[[ 10   4   6]
  [ 10   4   6]
  [ 13   4   7]
  ...
  [  7   2   9]
  [  6   1   8]
  [  6   1   8]]

 [[ 13   4   5]
  [ 13   4   5]
  [ 14   4   5]
  ...
  [  6   1   8]
  [  6   1   8]
  [  6   1   8]]

 [[ 16   4   4]
  [ 15   3   3]
  [ 15   3   3]
  ...
  [  6   1   8]
  [  6   1   8]
  [  6   1   8]]

 ...

 [[107  18   2]
  [108  19   3]
  [109  20   4]
  ...
  [131  32  11]
  [128  29  10]
  [126  27   8]]

 [[110  21   7]
  [111  22   6]
  [113  24   8]
  ...
  [131  32  11]
  [128  29  10]
  [126  27   8]]

 [[112  23   7]
  [114  25   9]
  [116  27  11]
  ...
  [131  32  11]
  [128  29  10]
  [126  27   8]]]"
